Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
25;Kevin Agudelo;COL;MFFW;Spezia;Serie A;23;1998;23;12;1237;13.lip;0.22;sty.61;0.8;50;0.14;0.27;16.cze;0;0;0;20.lip;28.sty;73.8;308.2;89.1;11.lut;13.cze;82.4;08.sty;10.sty;80.4;0.66;sty.82;36;0.07;0.73;sty.97;0.95;0.22;02.lip;28.sty;27.lut;0.88;0.07;0;sie.83;0.51;0.95;0.29;0.22;0.07;0;21.sty;03.sie;mar.21;23.kwi;02.gru;sty.24;0.29;0.07;20.lip;0.15;0.73;sty.46;sty.31;lut.77;sty.39;0;0.51;0.15;0.22;0.51;0.22;0.07;0;0;0;0;0.15;lut.99;sty.97;01.lut;sty.46;0.51;0.58;sty.39;42.1;0.8;29.2;cze.42;22;maj.84;15.maj;lip.88;sty.97;0;0;sty.97;sty.31;kwi.31;0.29;0;44.1;0.8;06.maj;21.wrz;20.sie;mar.14;43.2;02.kwi;mar.72;54.9;02.gru;0.07;33.1;194.1;114.3;maj.55;lut.48;01.wrz;sty.53;mar.87;36.3;28.sty;77.5;kwi.23;0.15;0.07;0;lut.85;01.wrz;0;0.95;sty.97;0;0;0;lip.23;sty.17;sty.46;44.4
26;Nayef Aguerd;MAR;DF;Rennes;Ligue 1;26;1996;31;31;2735;30.kwi;0.07;0.82;0.23;28;0.08;0.29;08.cze;0;0;0;64.3;71.5;90;1482.1;482.3;16;17.sty;93.4;33.3;34.8;95.5;14.sie;18.wrz;78.4;0.07;0.1;mar.65;0.07;0;lut.93;71.5;69.3;02.lut;02.kwi;0.03;06.gru;mar.26;0.07;0;0;0;0;59;mar.22;wrz.31;60.6;07.mar;sty.94;0.16;0.13;64.3;0.1;0.76;sty.22;0.53;0.39;0.33;0;0;0.03;0.03;0;0.13;0.1;0;0;0;0.03;0;0.99;0.39;0.56;0.43;0;0.23;0.59;38.9;0.36;cze.25;lut.17;34.7;mar.36;lut.76;0.13;0.99;0.43;0;0.56;sty.78;lut.76;5;0.07;81.2;wrz.51;41.3;42.7;sty.88;sty.15;79.1;0.16;0.2;83.3;0.16;0;57.1;279.3;149.8;lut.43;0.16;0;0.23;0.2;62.2;61.3;98.6;0.07;0.1;0.03;0;0.59;0.53;0.03;0.07;0.39;0.03;0.07;0;lip.63;mar.55;sty.51;70.1
27;Sergio Agüero;ARG;FW;Barcelona;La Liga;33;1988;4;2;151;01.lip;0.59;mar.53;0.59;16.lip;0.17;1;12.sty;0;0;0;18.lut;25.mar;72.1;275.9;25.mar;10.cze;14.lip;72;maj.88;sie.82;66.7;sty.18;sty.18;100;0;0.59;sty.18;0;0;sty.18;25.mar;24.sty;sty.18;0;0.59;sie.82;0;lut.35;0;0;0;0;14.sty;maj.29;maj.88;lut.94;18.lut;sty.76;0;0.59;18.lut;0;0;0;0;sty.76;sty.76;0;0;0;0;0;0;0;0;0;0;0;0;0.59;0.59;0;0;0.59;0;0.59;0;0.59;10.cze;lut.35;22.lut;0;kwi.71;maj.88;0;0;0;0;0;0.59;0;0;34.7;0;0.59;16.maj;19.kwi;sie.82;33.5;0.59;0.59;100;0.59;0;22.kwi;139.4;64.7;04.gru;sty.18;sty.18;lut.94;sty.18;45.9;31.2;67.9;wrz.41;0;0;0;0.59;sty.18;0.59;lut.35;0.59;0;0;0;sty.76;lut.35;sty.18;66.7
28;Ruben Aguilar;FRA;DF;Monaco;Ligue 1;29;1993;28;22;2140;23.sie;0;0.42;0.08;20;0;0;22.lut;0;0;0;60.4;72.1;83.8;1057.5;415;28.maj;30.wrz;92.3;26.lip;30.lip;87;kwi.71;sie.57;54.9;0.08;0.5;maj.46;sty.43;0.25;cze.43;72.1;60.4;11.lip;sty.51;0.13;cze.85;sty.43;lut.18;0.04;0;0.04;0;46.1;14.maj;11.maj;sty.13;57.5;sty.76;10.sty;0.42;60.4;0.25;0.84;02.sty;sty.64;01.wrz;0.88;0.04;0.04;0;0.08;0.04;0.13;0.13;0;0;0;0;0;mar.82;lut.14;02.lut;sty.39;0.42;sty.89;03.lip;61.6;sty.18;17.maj;maj.76;32.9;lip.94;lip.14;lut.44;sty.64;0.29;0;sty.34;lut.48;06.mar;lut.94;0.04;84.3;mar.74;22.wrz;44.6;21.maj;01.mar;73.1;0.42;0.71;58.8;0.5;0;48.8;232.9;141.9;cze.34;sty.81;0.17;0.63;0.38;54.5;50.5;92.8;lut.14;0.17;0;0;sty.34;sty.26;0.04;lut.18;lut.14;0;0;0.04;wrz.92;sty.64;sty.68;49.4
29;Álvaro Aguirre;ESP;FW;Rayo Vallecano;La Liga;22;2000;1;0;9;0.1;0;0;0;0;0;0;0;0;0;0;20;20;100;240;0;20;20;100;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;20;0;0;10;10;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;10;0;0;0;0;30;10;33.3;0;0;30;0;0;0;0;0;10;0;0;30;0;10;10;10;0;30;0;0;0;0;0;10;20;20;0;0;0;0;0;10;10;100;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0
30;Naouirou Ahamada;FRA;MF;Stuttgart;Bundesliga;20;2002;3;0;61;0.7;0;0;0;0;0;0;0;0;0;0;42.9;48.6;88.2;810;122.9;18.cze;21.kwi;86.7;12.wrz;14.mar;90;sie.57;10;85.7;0;0;0;0;0;sty.43;48.6;47.1;sty.43;sty.43;0;10;lut.86;0;0;0;0;0;41.4;lut.86;kwi.29;lip.14;40;sty.43;0;0;42.9;0;sty.43;sty.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sty.43;0;sty.43;24.mar;sie.57;35.3;maj.71;14.mar;kwi.29;lut.86;0;0;lut.86;0;0;lut.86;0;55.7;0;sie.57;40;10;0;55.7;0;0;0;0;0;48.6;232.9;104.3;kwi.29;0;0;0;sty.43;50;45.7;91.4;sty.43;0;0;0;lut.86;sty.43;0;0;0;0;0;0;kwi.29;sty.43;kwi.29;25
31;Anel Ahmedhodzic;BIH;DF;Bordeaux;Ligue 1;23;1999;15;15;1350;15;0;0.47;0.27;57.1;0;0;14.sie;0;0;0;51.3;57.9;88.6;1028.1;308.7;19.sty;20.lut;94.7;24.mar;26.maj;91.5;lip.53;10.sty;74.3;0.07;0.67;02.lip;0.4;0.13;mar.73;57.9;55.7;02.lut;sty.47;0.07;cze.73;sty.87;0.47;0;0;0;0;46.4;kwi.27;lip.27;sie.87;44.3;lut.73;0.73;0.07;51.3;0.07;0.93;0.73;0.6;sty.33;01.lut;0;0;0.07;0;0.07;0.07;0.07;0;0;0;0;0;lut.33;sty.47;01.sie;0.47;0.07;0.87;01.sie;48.1;0.93;wrz.93;mar.33;33.6;05.sie;mar.13;1;sty.27;0.53;0;0.73;lut.27;04.cze;03.lip;0;67.8;08.sie;33.9;34.5;kwi.53;sty.13;65.7;0.13;0.33;40;0.2;0.07;44.3;275.8;163.1;kwi.13;0.8;0.33;0.27;0.47;45.8;45.1;98.5;0.2;0.4;0;0;01.kwi;0.73;0;0.47;sty.47;0;0;0;10.kwi;sty.67;0.67;71.4
32;Jean-Eudes Aholou;CIV;MF;Strasbourg;Ligue 1;28;1994;25;11;1004;11.lut;0.09;sty.52;0.18;11.sie;0.06;0.5;20.lut;0;0;0;31.sty;36.7;84.7;492.2;93.4;15.maj;17;91.6;12;13.lip;87.6;lut.41;04.lut;60;0.09;0.63;sty.88;0.71;0.09;lut.41;36.7;35.8;0.89;0.89;0;maj.18;0.36;0.36;0;0;0;0;28.lip;kwi.38;mar.66;25.lip;sie.13;01.lip;0;0.27;31.sty;0;0.54;0.98;0.89;sty.96;sty.79;0;0.09;0.09;0;0;0.27;0.27;0;0;0;0;0;sty.79;0.89;0.45;0.98;0.36;0.71;sty.25;57.1;0.54;17.sie;mar.84;21.cze;kwi.55;wrz.91;03.mar;0.71;0.09;0;0.63;02.maj;mar.84;0.98;0;48.2;sty.16;sie.21;30;13.sty;sty.79;47.5;01.lip;sty.79;60;sty.25;0.09;31.mar;152.3;75.9;mar.66;01.lip;0.27;01.lip;sty.34;35;30.kwi;87;kwi.38;0.18;0;0;02.maj;01.lip;0;0.36;0.89;0;0;0;10.kwi;sty.25;0.71;63.6
33;Joseph Aidoo;GHA;DF;Celta Vigo;La Liga;26;1995;32;30;2637;29.mar;0;0.2;0.03;16.lip;0;0;12.sie;0;0;0;43.1;52;83;991.7;281.3;10.sty;11.maj;88.1;22.lut;24.sie;89.5;10.mar;14.lip;69.9;0;0.1;mar.45;0.24;0.03;mar.41;52;50.8;sty.23;0.55;0.07;maj.56;sty.23;0.07;0;0;0;0;38.1;mar.92;10;sie.57;38.1;mar.14;0.68;0.34;43.1;0.1;01.cze;sty.37;0.51;0.44;0.41;0;0;0.03;0;0;0.07;0.07;0;0;0;0;0;sty.98;01.kwi;sty.57;0.27;0.14;0.75;sty.13;66.7;0.38;10.wrz;kwi.23;38.9;07.cze;mar.38;0.44;sty.67;0.58;0;01.wrz;sty.88;mar.86;kwi.44;0.07;62;lip.88;33.4;31.mar;sty.64;0.38;60.9;0.27;0.34;80;0.27;0.03;40.5;240.8;135;mar.58;0.27;0.03;0.27;0.34;40.3;39.9;98.9;0.17;0.03;0;0;0.38;0.65;0.03;0.07;01.kwi;0;0;0.03;wrz.59;lut.63;sty.74;60.2
34;Ola Aina;NGA;DF;Torino;Serie A;25;1996;21;17;1437;16;0;0.63;0.25;40;0;0;22.sty;0;0;0;34.1;47.3;72.1;603.5;266.3;16.sty;18.cze;86.6;13.cze;17.maj;77.5;mar.88;sie.44;45.9;0;01.cze;lut.63;sty.31;0.31;kwi.19;47.3;37.9;wrz.44;0.56;0.13;maj.31;0.56;sty.88;0;0;0;0;25.kwi;sie.94;12.wrz;wrz.44;26.mar;sty.81;sie.88;0.19;34.1;0.25;0.69;sty.44;02.maj;lut.19;sty.88;0.13;0.13;0;0.06;0;0;0;0;0;0;0;0;2;0.94;0.94;0.81;0.25;01.cze;sty.56;68;0.5;10.maj;mar.38;32.1;mar.63;kwi.38;02.maj;sty.56;0.19;0;sty.38;02.cze;04.cze;02.cze;0;61;mar.19;15.maj;29.kwi;20.kwi;02.cze;52;1;sty.94;51.6;01.cze;0.13;33.8;190.8;114.6;maj.38;sty.88;0.69;01.maj;sty.13;40.2;34.6;86;lut.81;0.25;0;0;sty.25;sty.94;0.06;sty.88;0.94;0;0;0;lip.88;sty.13;sty.44;43.9
35;Rayan Aït Nouri;FRA;DF;Wolves;Premier League;20;2001;23;20;1828;20.mar;0.05;0.64;0.2;30.sie;0.08;0.25;16.wrz;0;0;0;37.1;49.4;75.2;644.7;226.2;19;20.lip;91.7;14.lut;18;78.7;mar.74;sie.57;43.7;0.1;0.84;sty.43;0.74;0.44;lut.41;49.4;38.8;10.cze;0.79;0.05;cze.65;sty.77;lut.76;sty.43;0.39;0.84;0.1;27.kwi;10.cze;11.kwi;33.1;maj.32;02.lip;sie.37;0;37.1;0.1;sty.38;sty.63;sty.53;lut.17;sty.28;0.49;0.2;0;0.1;0.1;0.3;0.2;0.05;0;0;0.05;0;mar.74;02.gru;lut.66;0.69;0.39;sty.38;lut.22;62.2;0.84;19.sie;cze.65;33.6;11.kwi;maj.71;lut.71;sty.67;0.15;0;sty.53;sty.87;maj.62;sty.58;0.05;63.1;mar.15;22.lip;24.lut;19.cze;lut.32;52.8;sty.97;03.cze;54.8;lut.17;0.1;38.5;182.5;113.3;maj.81;01.sie;0.84;sty.53;sty.58;40.4;35.9;88.9;lut.96;0.2;0;0;0.99;sty.13;0.15;lut.76;02.gru;0.05;0;0;cze.65;0.99;0.94;51.3
36;Kristoffer Ajer;NOR;DF;Brentford;Premier League;24;1998;24;23;1995;22.lut;0.05;0.32;0.05;14.mar;0.14;1;09.sty;0;0;0;28.mar;39.3;72.1;522.6;237.3;11;13.mar;82.8;13.mar;16.lip;79.7;mar.33;cze.89;48.4;0.14;0.27;lut.16;0.45;0.05;mar.38;39.3;32.5;cze.85;0.36;0;cze.22;0.68;0.54;0;0;0;0;20.lut;wrz.77;wrz.32;sty.89;26;lut.84;cze.49;0.09;28.mar;0.18;01.kwi;sty.49;01.sie;sty.26;0.9;0.18;0.05;0.05;0.05;0.05;0.27;0.14;0.05;0.05;0;0.05;0;01.sie;0.99;sty.13;0.54;0.14;0.9;sty.62;55.6;0.72;wrz.28;mar.29;35.4;kwi.82;mar.15;sty.31;sty.62;0.59;0.05;01.kwi;lut.21;04.sty;mar.65;0.05;49.9;maj.27;20.sie;24.sty;sie.29;01.kwi;43.2;0.5;0.77;64.7;0.5;0;25.mar;152.5;92.2;mar.29;sty.22;0.09;0.59;0.5;26.sie;24.sty;89.7;0.81;0.23;0;0;0.81;0.86;0;0.54;0.99;0;0;0;sie.38;lut.84;sty.71;62.4
37;Ludovic Ajorque;REU;FW;Strasbourg;Ligue 1;28;1994;36;31;2738;30.kwi;0.39;sty.94;0.79;40.7;0.15;0.38;13.sty;0;0.1;0.1;22;29.wrz;73.7;334.2;44.9;12.cze;15.wrz;79.7;cze.28;sie.59;73.2;sty.78;lut.63;67.5;0.26;sty.25;0.95;0.89;0.16;sty.51;29.wrz;29.2;0.69;0;0.03;wrz.61;0.56;0.59;0;0;0;0;16.lip;08.mar;05.lut;17.sty;maj.56;02.kwi;0.07;01.maj;22;0.03;0.43;sty.58;01.maj;lut.47;sty.81;0;0.07;0.23;0.3;0.07;0.3;0.2;0;0;0.07;0.03;0;sty.51;0.82;0.13;0.76;0.63;0.26;sty.32;20;01.maj;17.sty;04.lip;27.maj;sty.94;07.lip;lip.47;0.79;0.16;0;0.63;0.49;02.sty;01.maj;0.03;41.5;sty.22;mar.75;21.wrz;17.mar;05.lip;40.8;0.49;01.lut;48.4;0.63;0.03;21.sty;72.2;31.sty;sty.58;0.69;0.23;lut.63;sty.48;52;32.2;61.9;sie.45;0.16;0.03;0;sty.32;sty.22;0.46;0.59;0.82;0.07;0;0.03;mar.75;05.lip;mar.95;56.2
38;Manuel Akanji;SUI;DF;Dortmund;Bundesliga;26;1995;26;25;2261;25.sty;0.04;0.56;0.12;21.kwi;0.07;0.33;10.kwi;0.04;0;0;71.8;79.1;90.7;1601.2;526.8;19.maj;21.sty;92.4;37.9;39.5;95.9;14.lut;17.sie;79.6;0;0.08;maj.18;0.12;0;kwi.82;79.1;76.6;lut.55;lut.31;0;lip.93;lut.75;0.08;0;0;0;0;65.1;kwi.82;wrz.24;15.lip;59.3;lut.55;0.24;0.04;71.8;0.12;0.88;01.kwi;0.6;0.44;0.32;0.04;0.04;0.04;0;0;0;0;0;0;0;0;0;sty.99;sty.43;sty.16;0.64;0.2;0.88;sty.43;61.1;0.56;09.sie;04.maj;45.9;maj.58;mar.67;0.56;sty.51;0.72;0;0.8;sty.87;mar.86;lut.91;0;87.6;10.lut;43.3;47.6;lut.83;0.88;85.4;0.28;0.28;100;0.28;0;60.8;355.1;184.1;05.sty;0.48;0;0.2;0.16;67.2;66.3;98.8;0.24;0.12;0;0;0.92;01.kwi;0.04;0.08;sty.43;0;0;0.04;wrz.56;lut.55;sty.55;62.1
39;Carlos Akapo;EQG;DF;Cádiz;La Liga;29;1993;25;21;1844;20.maj;0;0.49;0.05;10;0;0;19.lut;0;0;0;30.lip;41.4;74.2;577;229.1;12.wrz;15.sty;85.2;14;17.maj;80.2;mar.46;07.gru;48.6;0;0.44;sty.27;0.78;0.44;01.sie;41.4;33.4;8;0.88;0.05;maj.76;0.98;sty.56;0;0;0;0;21.wrz;sie.83;10.lip;sty.66;28;03.lut;07.gru;0.15;30.lip;0.1;sty.46;sty.22;sty.46;sty.17;0.78;0.05;0.1;0.05;0.15;0.05;0.05;0.05;0;0;0;0;0;lut.59;sty.66;sty.66;0.68;0.24;0.59;sty.56;37.5;0.98;14.lut;05.lip;35.7;8;kwi.63;sty.56;sty.71;0.39;0;sty.32;mar.22;05.sie;lut.54;0;53.2;kwi.44;20;24.sty;12.mar;0.49;45.5;0.59;01.lut;57.1;0.68;0.15;26.mar;156.6;87.2;mar.46;sty.56;0.15;0.68;0.59;26.mar;23.sty;87.8;sty.56;0.2;0;0;sty.27;sty.37;0.1;sty.56;sty.66;0;0.05;0;wrz.76;02.sty;sty.76;54.4
40;Marley Aké;FRA;MFFW;Juventus;Serie A;21;2001;4;0;77;0.9;0;0;0;0;0;0;0;0;0;0;14.kwi;18.wrz;76.5;278.9;86.7;mar.33;kwi.44;75;maj.56;lip.78;71.4;mar.33;mar.33;100;0;0;0;01.lis;01.lis;mar.33;18.wrz;17.sie;01.lis;0;0;kwi.44;01.lis;01.lis;0;0;0;0;14.kwi;lut.22;lut.22;lut.22;15.cze;0;01.lis;0;14.kwi;0;0;mar.33;0;01.lis;01.lis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.lis;0;01.lis;33.3;lut.22;06.lip;11.sty;15.cze;cze.67;0;0;0;0;lut.22;lut.22;0;0;27.sie;0;lut.22;15.cze;11.sty;0;26.lip;0;01.lis;0;0;0;20;118.9;68.9;lut.22;0;0;mar.33;lut.22;25.cze;20;78.3;mar.33;01.lis;0;0;sie.89;lut.22;0;01.lis;0;0;0;0;kwi.44;01.lis;0;100
41;Nathan Aké;NED;DF;Manchester City;Premier League;27;1995;14;10;923;10.mar;0.19;0.49;0.19;40;0.4;1;05.sie;0;0;0;75.7;83;91.2;1402.3;405.6;32.1;34.1;94.3;35.3;38.3;92.2;lip.77;wrz.51;81.6;0;0.19;maj.15;0.29;0;03.sty;83;78.9;04.sie;sty.55;0;cze.89;0.49;0;0;0;0;0;69.5;06.maj;cze.99;60.3;15;lut.72;lut.52;0.19;75.7;0;0.97;0.68;0.78;0.29;0.29;0;0;0;0;0;0;0;0;0;0;0;0;sty.46;0.49;0.58;0.78;0.1;0.39;0.68;57.1;0.29;06.sie;lut.23;32.9;lut.52;mar.59;0.68;sty.17;0.49;0;0.68;sty.75;03.lut;03.sty;0;90.9;06.maj;34.1;53;11.lut;0.87;87;0;0.19;0;0;0;66;345.6;216.1;lip.18;sty.26;0;0.19;0.1;73.2;70.3;96;0.19;0;0;0;0.78;0.49;0;0;0.49;0;0;0;lip.57;mar.98;0.78;83.7
42;Ilias Akhomach;ESP;FW;Barcelona;La Liga;18;2004;2;2;124;01.kwi;0;lut.86;sty.43;50;0;0;21.kwi;0;0;0;32.1;37.9;84.9;446.4;137.9;25;25.lip;97.2;maj.71;lip.14;80;sty.43;mar.57;40;0;lut.14;lut.14;mar.57;0.71;kwi.29;37.9;37.9;0;0;0;cze.43;0.71;mar.57;0;0;0;0;32.1;lut.14;mar.57;35;lut.14;0.71;0;0;32.1;0;0;0.71;sty.43;5;lut.86;0;0.71;0;sty.43;0;0;0;0;0;0;0;0;sty.43;0;0;0.71;0.71;0;0;0;0;5;0.71;14.mar;0.71;0.71;mar.57;0.71;0;0;0.71;0;sty.43;0;0;50.7;0;5;14.mar;35.7;maj.71;50.7;0.71;lut.14;33.3;0.71;0.71;45;195.7;120.7;sie.57;sty.43;lut.14;0;lut.14;45;40;88.9;lut.86;0;0;0;lut.86;mar.57;0;mar.57;0;0;0;0;lip.14;0;sty.43;0
43;Maghnes Akliouche;FRA;MFFW;Monaco;Ligue 1;20;2002;7;0;54;0.6;0;mar.33;sty.67;50;0;0;13.maj;0;0;0;33.3;36.7;90.9;453.3;135;21.lip;21.lip;100;sie.33;10;83.3;sty.67;mar.33;50;0;sty.67;sty.67;5;0;cze.67;36.7;36.7;0;0;sty.67;sie.33;0;0;0;0;0;0;33.3;mar.33;0;26.lip;10;0;0;0;33.3;0;0;0;0;sty.67;sty.67;0;0;0;0;0;0;0;0;0;0;0;0;mar.33;sty.67;sty.67;sty.67;0;0;sty.67;0;sty.67;35;11.lip;33.3;cze.67;16.lip;11.lip;mar.33;0;0;mar.33;0;mar.33;0;0;61.7;0;cze.67;23.mar;36.7;sie.33;61.7;sty.67;cze.67;25;sty.67;0;48.3;245;120;sie.33;5;0;5;0;61.7;46.7;75.7;10;sty.67;0;0;5;sty.67;sty.67;0;sty.67;0;0;0;cze.67;sty.67;mar.33;33.3
44;Paul Akouokou;CIV;MF;Betis;La Liga;24;1997;8;6;516;05.lip;0;0.35;0;0;0;0;21;0;0;0;50.4;57.5;87.5;937.5;219.8;20.maj;23.lut;88.6;22.cze;24.wrz;90.8;maj.79;lip.54;76.7;0;0.53;kwi.91;0.35;0;kwi.91;57.5;57;0.53;0.53;0;cze.84;sty.75;0;0;0;0;0;45.4;kwi.74;lip.37;kwi.74;49.1;lut.46;0;0.18;50.4;0.18;sty.58;01.maj;0.7;01.maj;01.maj;0;0;0;0;0;0;0;0;0;0;0;0;lut.98;02.lis;0.88;sty.58;0.53;sty.58;lut.28;69.2;0.7;19.sie;cze.67;33.6;maj.96;11.sie;02.lis;sty.23;0;0;sty.23;02.lis;05.wrz;sty.58;0;66.7;02.lis;14.lip;44.7;09.gru;0.35;66.1;01.maj;sty.58;66.7;01.maj;0;45.3;166.7;76;lut.98;0.35;0;0.7;01.maj;48.9;47.5;97.1;0.88;0.35;0.18;0;lut.46;0.53;0;0;02.lis;0;0;0;wrz.65;sty.58;0.18;90
45;Jean-Daniel Akpa-Akpro;CIV;MF;Lazio;Serie A;29;1992;10;4;315;03.maj;0;0.86;0;0;0;0;18.kwi;0;0;0;26.mar;32.3;81.4;367.1;53.7;15.sty;18;84.1;wrz.14;10;91.4;0.57;0.86;66.7;0;0.57;sty.43;0.29;0;0.86;32.3;32;0.29;0.29;0;lip.14;0.29;0;0;0;0;0;24;cze.86;sty.43;maj.71;22.wrz;sty.43;0;0.57;26.mar;0;0.57;sty.43;sty.43;0.57;0.57;0;0;0;0;0;0;0;0;0;0;0;0;kwi.57;lut.57;sty.71;lut.57;0.29;0.86;lut.86;30;2;30;sie.29;27.cze;cze.86;16.mar;cze.86;sty.14;0.57;0;0.57;0.86;maj.43;sty.14;0;48.3;lut.57;11.lip;27.lip;12.mar;0.29;48.3;2;mar.43;58.3;lut.29;0;33.7;140;69.1;sty.43;sty.14;0;sty.14;sty.43;38;31.sty;82;mar.43;0.29;0;0;4;lut.86;0;0;lut.57;0;0.29;0;cze.86;2;2;50
46;Kevin Akpoguma;NGA;DF;Hoffenheim;Bundesliga;27;1995;26;19;1527;17;0.12;0.71;0.24;33.3;0.17;0.5;12.lip;0;0;0;42.4;54.7;77.5;801.4;322.1;17.maj;20.maj;85.3;19.maj;23.lut;83.8;5;sie.94;55.9;0.12;0.71;mar.24;0.76;0.12;kwi.65;54.7;44.2;10.maj;1;0.12;lip.29;01.gru;sty.71;0;0;0;0;33.1;12;wrz.65;maj.18;37.6;sty.59;wrz.47;0.06;42.4;0.18;sty.35;02.gru;02.gru;sty.59;01.cze;0.06;0.18;0.18;0.06;0.06;0.24;0.12;0;0;0.06;0;0.06;lut.18;sty.18;1;0.71;0.47;01.cze;sty.88;56.3;0.82;14.wrz;kwi.41;29.maj;maj.88;6;03.cze;mar.29;0.12;0;mar.18;02.cze;kwi.24;sty.88;0.12;67.2;mar.71;22.kwi;31.9;16.sie;02.cze;57.1;01.cze;02.cze;51.4;01.gru;0.12;37.8;180.6;101.9;4;sty.18;0.76;01.cze;0.82;41.5;37.4;89.9;sty.18;0.29;0;0;sty.76;sty.41;0.24;sty.71;sty.18;0;0.06;0;sie.47;sty.35;sty.29;51.1
47;David Alaba;AUT;DF;Real Madrid;La Liga;29;1992;30;30;2642;29.kwi;0.07;0.71;0.2;28.cze;0.1;0.33;22;0.24;0;0;61.4;66.9;91.7;1143.1;371.3;25.maj;26.maj;96.5;27.cze;29.mar;94.3;lip.35;wrz.69;75.8;0.1;0.75;kwi.49;0.61;0.17;mar.47;66.9;64;lut.86;sty.36;0.07;maj.37;0.65;01.wrz;0.1;0.1;0;0;57.1;kwi.18;maj.58;55.2;sie.54;sty.36;sty.16;0.1;61.4;0.17;0.48;0.65;0.68;sty.56;sty.26;0.07;0.03;0.14;0;0.07;0.27;0.24;0;0;0.03;0;0;0.85;0.61;0.44;0.34;0.07;0.31;0.54;56.3;0.24;lip.59;lut.82;37.2;03.kwi;03.kwi;0.78;sty.26;0.58;0.03;0.68;sty.39;lut.24;lut.28;0.07;73.8;sie.74;33.6;36.5;10;sty.67;70.7;0.17;0.27;62.5;0.17;0;54.4;331.9;181.2;kwi.29;01.maj;0.27;0.41;0.24;59.4;57.4;96.7;sty.84;0.07;0;0;0.61;0.44;0.07;01.wrz;0.61;0;0;0;cze.43;0.78;0.78;50
48;Sofiane Alakouch;MAR;DFMF;Metz;Ligue 1;23;1998;4;0;158;01.sie;0;0.56;0;0;0;0;26;0;0;0;46.7;56.7;82.4;710;210;26.lip;28.mar;94.1;17.sie;21.sty;84.2;01.lis;lut.78;40;0;0.56;lut.78;0;0;lut.22;56.7;49.4;lip.22;0.56;0;kwi.44;0.56;0.56;0;0;0;0;42.8;sie.89;5;mar.33;45.6;0.56;cze.67;0;46.7;0;0;lut.22;mar.33;0.56;0.56;0;0;0;0;0;0;0;0;0;0;0;0;kwi.44;mar.33;lut.22;lut.22;0;sty.67;mar.33;50;sty.67;28.wrz;cze.67;23.sty;11.lip;13.mar;mar.89;mar.33;0;0;mar.33;mar.33;lip.78;01.lis;0;75;kwi.44;21.lip;40;17.lut;0;69.4;01.lis;lut.78;40;01.lis;0.56;48.9;166.1;97.2;kwi.44;lut.78;0;sty.67;0;51.1;46.7;91.3;sty.67;0.56;0;0;lut.78;kwi.44;0;0.56;mar.33;0;0;0;sie.89;0.56;0.56;50
